Latência (ms)
0.026685385
0.020523482
0.020516834
0.020450398
0.018972116
0.019909778
0.019090145
0.020167861
0.018732895
0.0205865
0.019591251
0.020175096
0.019597593
0.019867273
0.019522785
0.019923454
0.019624412
0.020653676
0.018005115
0.019745681
0.020013195
0.020143109
0.018940153
0.019926303
0.019100741
0.019772644
0.01958063
0.019963311
0.020161809
0.020119133
0.019262104
0.018519047
0.018629774
0.019477506
0.018590647
0.019527429
0.018457296
0.020740518
0.01961385
0.019039096
0.019579153
0.020215334
0.019333551
0.019503995
0.018880831
0.019068472
0.01855863
0.018896299
0.018661049
0.019422712
0.019648201
0.019060107
0.019161987
0.02036659
0.019544978
0.019482772
0.019716101
0.019694786
0.019445836
0.019085182
0.019198433
0.018772229
0.020293667
0.019756941
0.020291299
0.019001643
0.021212724
0.018843197
0.019381226
0.019028753
0.018790338
0.019420711
0.018463624
0.019202878
0.019503385
0.018981941
0.018415497
0.019327039
0.018831407
0.020562289
0.019095847
0.019093075
0.020349771
0.018756638
0.018874735
0.019499616
0.018689722
0.019426597
0.019240101
0.021717144
0.018861432
0.019026849
0.019242964
0.01920431
0.019157501
0.020738566
0.019465981
0.019693275
0.021102633
0.020959509
0.019702661
0.020681684
0.020634374
0.020271696
0.01760246
0.017706509
0.01764332
0.018307301
0.018107107
0.017638109
0.01798404
0.018091424
0.017815019
0.017987053
0.017841148
0.017776376
0.018512493
0.018112276
0.017830023
0.018210324
0.020326599
0.019417012
0.02372878
0.020251766
0.018767795
0.017749586
0.017658441
0.019420158
0.016377666
0.016768222
0.01676688
0.017410142
0.017326097
0.017576098
0.021024288
0.019854932
0.019661996
0.017149227
0.01788736
0.01703304
0.017845647
0.01745078
0.019143466
0.020298338
0.019266617
0.018989531
0.018648286
0.020012787
0.018119899
0.019302909
0.018617359
0.020330803
0.01815055
0.019561439
0.018246824
0.019725087
0.018391954
0.019892891
0.017518361
0.017744289
0.016978969
0.018504144
0.017514303
0.021259239
0.019623031
0.018427562
0.019392963
0.020356097
0.024092102
0.020921058
0.021294466
0.023515476
0.01906704
0.019517467
0.018237378
0.019450334
0.018164745
0.019678451
0.01863605
0.019935949
0.025730989
0.022233784
0.02192267
0.022569497
0.021156869
0.020317647
0.018263859
0.01922185
0.018304001
0.019971927
0.018722673
0.019459957
0.021486879
0.020997511
0.022997582
0.019149456
0.019938877
0.017807017
0.018660774
0.01794872
0.018986995
0.017991642
0.017955149
0.017642982
0.018634392
0.017932411
0.01814711
0.018513357
0.018127502
0.018399527
0.018761183
0.018841359
0.01940596
0.018848278
0.01816462
0.01857998
0.0187902
0.018219976
0.018619551
0.01994589
0.018478271
0.018009639
0.018422561
0.018202529
0.020262812
0.019184
0.019845849
0.018996693
0.017278935
0.018254348
0.01747221
0.01849432
0.017303324
0.01834079
0.018042743
0.018402786
0.017437555
0.019101374
0.017552769
0.018690888
0.017931498
0.018703311
0.018296615
0.01886172
0.023430435
0.023312549
0.020209614
0.020358601
0.019678713
0.019049696
0.019724197
0.01865164
0.020516916
0.019767486
0.019137883
0.01719787
0.016949757
0.017207256
0.016873068
0.017348638
0.017421226
0.018289833
0.018197858
0.018064781
0.017543919
0.017627924
0.01779492
0.019025531
0.017911679
0.017981134
0.01845729
0.017922607
0.017877534
0.018417525
0.017544535
0.018509645
0.018481232
0.018319414
0.018161919
0.018319407
0.018317856
0.018198634
0.018302511
0.019248806
0.019424553
0.019001743
0.018440937
0.019931598
0.018666941
0.019231174
0.020541107
0.018349774
0.020372445
0.01875124
0.020650938
0.018826847
0.019585488
0.018477661
0.018821882
0.022642413
0.018853739
0.019440755
0.018843466
0.019093259
0.01827905
0.018533249
0.019390336
0.017726314
0.020591045
0.025714829
0.025370288
0.020749367
0.023390574
0.019429556
0.020535883
0.019745607
0.019762837
0.019969524
0.018704982
0.01819053
0.019090288
0.020831437
0.022520176
0.020607535
0.020549936
0.019254738
0.019851104
0.017780555
0.021205613
0.020265584
0.018350933
0.018533415
0.017212841
0.017242688
0.016459204
0.017827848
0.01719192
0.017863127
0.017145423
0.018055837
0.017341483
0.018321327
0.018942699
0.020004856
0.01926856
0.020174335
0.019775739
0.020727172
0.01986964
0.018965617
0.017716234
0.017449499
0.017640796
0.017350642
0.017826957
0.018334646
0.018034242
0.017620125
0.017468993
0.017496728
0.017833725
0.017401622
0.017981691
0.020249148
0.0180795
