"No.","Time","Source","Destination","Protocol","Length","Info"
"124","3.704742","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3295 Win=64896 Len=0 TSval=683223069 TSecr=1856182647"
"125","3.807869","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"126","3.808253","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"127","3.808354","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3371 Win=64896 Len=0 TSval=683223172 TSecr=1856182751"
"128","3.910017","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"129","3.910018","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"130","3.910116","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3447 Win=64896 Len=0 TSval=683223274 TSecr=1856182853"
"131","4.012437","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"132","4.012747","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"133","4.012847","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3523 Win=64896 Len=0 TSval=683223377 TSecr=1856182955"
"134","4.114419","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"135","4.114729","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"136","4.114873","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3599 Win=64896 Len=0 TSval=683223479 TSecr=1856183057"
"137","4.216627","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"138","4.216940","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"139","4.217038","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3675 Win=64896 Len=0 TSval=683223581 TSecr=1856183159"
"140","4.318833","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"141","4.319157","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"142","4.319256","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3751 Win=64896 Len=0 TSval=683223683 TSecr=1856183262"
"143","4.421193","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"144","4.421458","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"145","4.421592","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3827 Win=64896 Len=0 TSval=683223786 TSecr=1856183364"
"146","4.523449","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"147","4.523793","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"148","4.523878","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3903 Win=64896 Len=0 TSval=683223888 TSecr=1856183466"
"149","4.625276","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"150","4.625583","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"151","4.625690","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=3979 Win=64896 Len=0 TSval=683223990 TSecr=1856183568"
"152","4.728599","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"153","4.728898","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"154","4.729027","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4055 Win=64896 Len=0 TSval=683224093 TSecr=1856183671"
"155","4.830623","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"156","4.830915","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"157","4.831021","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4131 Win=64896 Len=0 TSval=683224195 TSecr=1856183773"
"158","4.932363","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"159","4.932667","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"160","4.932765","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4207 Win=64896 Len=0 TSval=683224297 TSecr=1856183875"
"161","5.035200","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"162","5.035512","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"163","5.035739","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4283 Win=64896 Len=0 TSval=683224400 TSecr=1856183978"
"164","5.137630","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"165","5.137630","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"166","5.137792","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4359 Win=64896 Len=0 TSval=683224502 TSecr=1856184080"
"167","5.240849","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"168","5.241160","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"169","5.241263","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4435 Win=64896 Len=0 TSval=683224605 TSecr=1856184184"
"170","5.342722","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"171","5.343057","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"172","5.343173","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4511 Win=64896 Len=0 TSval=683224707 TSecr=1856184285"
"173","5.444406","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"174","5.444776","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"175","5.445000","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4587 Win=64896 Len=0 TSval=683224809 TSecr=1856184387"
"176","5.547360","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"177","5.547646","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"178","5.547698","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4663 Win=64896 Len=0 TSval=683224912 TSecr=1856184490"
"179","5.649526","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"180","5.649821","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"181","5.650038","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4739 Win=64896 Len=0 TSval=683225014 TSecr=1856184592"
"182","5.751882","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"183","5.752246","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"184","5.752695","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4815 Win=64896 Len=0 TSval=683225117 TSecr=1856184695"
"185","5.853671","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"186","5.853939","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"187","5.854165","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4891 Win=64896 Len=0 TSval=683225218 TSecr=1856184796"
"188","5.956078","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"189","5.956446","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"190","5.956610","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=4967 Win=64896 Len=0 TSval=683225321 TSecr=1856184899"
"191","6.058859","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"192","6.059168","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"193","6.059287","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5043 Win=64896 Len=0 TSval=683225423 TSecr=1856185002"
"194","6.160451","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"195","6.160779","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"196","6.160962","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5119 Win=64896 Len=0 TSval=683225525 TSecr=1856185103"
"197","6.263496","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"198","6.263785","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"199","6.263954","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5195 Win=64896 Len=0 TSval=683225628 TSecr=1856185206"
"200","6.366521","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"201","6.366829","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"202","6.367006","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5271 Win=64896 Len=0 TSval=683225731 TSecr=1856185309"
"203","6.468138","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"204","6.468540","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"205","6.468691","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5347 Win=64896 Len=0 TSval=683225833 TSecr=1856185411"
"206","6.572342","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"207","6.572600","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"208","6.572718","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5423 Win=64896 Len=0 TSval=683225937 TSecr=1856185515"
"209","6.673619","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"210","6.673883","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"211","6.674025","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5499 Win=64896 Len=0 TSval=683226038 TSecr=1856185616"
"212","6.776504","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"213","6.776803","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"214","6.776903","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5575 Win=64896 Len=0 TSval=683226141 TSecr=1856185719"
"215","6.877926","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"216","6.878232","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"217","6.878336","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5651 Win=64896 Len=0 TSval=683226242 TSecr=1856185821"
"218","6.980396","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"219","6.980747","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"220","6.980886","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5727 Win=64896 Len=0 TSval=683226345 TSecr=1856185923"
"221","7.082688","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"222","7.083019","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"223","7.083158","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5803 Win=64896 Len=0 TSval=683226447 TSecr=1856186025"
"224","7.184396","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"225","7.184623","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"226","7.184761","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5879 Win=64896 Len=0 TSval=683226549 TSecr=1856186127"
"227","7.287344","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"228","7.287626","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"229","7.287796","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=5955 Win=64896 Len=0 TSval=683226652 TSecr=1856186230"
"230","7.389302","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"231","7.389638","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"232","7.389740","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=6031 Win=64896 Len=0 TSval=683226754 TSecr=1856186332"
"233","7.492555","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"234","7.492856","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"235","7.492997","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=6107 Win=64896 Len=0 TSval=683226857 TSecr=1856186435"
"236","7.596684","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"237","7.596684","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"238","7.596803","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=6183 Win=64896 Len=0 TSval=683226961 TSecr=1856186539"
"239","7.699755","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"240","7.700018","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"241","7.700162","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=6259 Win=64896 Len=0 TSval=683227064 TSecr=1856186643"
"242","7.804202","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"243","7.804467","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"244","7.804609","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=6335 Win=64896 Len=0 TSval=683227169 TSecr=1856186747"
"245","7.906231","192.168.56.101","192.168.56.102","TLSv1.2","97","Application Data"
"246","7.906556","192.168.56.101","192.168.56.102","TLSv1.2","111","Application Data"
"247","7.906678","192.168.56.102","192.168.56.101","TCP","66","8883  >  33044 [ACK] Seq=2153 Ack=6411 Win=64896 Len=0 TSval=683227271 TSecr=1856186849"
